date,service,cost,usage,unit,region,team,project,environment,resource_id
2025-12-26,CloudFront,22.3584,7.01,GB,eu-west-1,frontend,ml-pipeline,production,res-301307
2025-12-26,EBS,6.7801,14.14,GB-Month,ap-southeast-1,ml,analytics,development,res-228831
2025-12-26,EBS,16.7012,67.41,GB-Month,ap-southeast-1,backend,analytics,staging,res-931811
2025-12-26,EBS,28.994,19.43,GB-Month,us-west-2,ml,ml-pipeline,development,res-759700
2025-12-26,EBS,29.2921,83.55,GB-Month,eu-west-1,infra,analytics,production,res-763347
2025-12-26,EBS,20.216,64.77,GB-Month,us-west-2,backend,ml-pipeline,staging,res-578902
2025-12-26,EKS,138.4161,38.45,Hours,eu-west-1,infra,web-app,staging,cluster-380580
2025-12-26,EKS,80.9185,62.33,Hours,us-west-2,ml,analytics,production,cluster-414315
2025-12-26,EKS,129.7006,22.4,Hours,ap-southeast-1,infra,web-app,development,cluster-659226
2025-12-26,EKS,134.72,55.07,Hours,us-east-1,frontend,platform,production,cluster-996614
2025-12-26,ElastiCache,76.0031,45.89,Hours,us-east-1,data,platform,staging,cache-935091
2025-12-26,ElastiCache,88.7173,61.28,Hours,us-west-2,backend,mobile-api,development,cache-235216
2025-12-26,ElastiCache,41.1275,83.6,Hours,us-west-2,ml,analytics,staging,cache-264737
2025-12-26,Route53,3.5284,31.95,Queries,ap-southeast-1,ml,mobile-api,development,res-526328
2025-12-26,Route53,6.8955,46.78,Queries,ap-southeast-1,infra,analytics,production,res-568075
2025-12-26,Route53,4.7331,35.91,Queries,ap-southeast-1,infra,mobile-api,staging,res-249132
2025-12-26,Route53,1.7311,97.52,Queries,us-west-2,data,mobile-api,staging,res-770674
2025-12-26,SNS,1.6093,38.04,Requests,eu-west-1,frontend,analytics,staging,res-174156
2025-12-26,SNS,2.6593,25.25,Requests,ap-southeast-1,backend,analytics,development,res-451612
2025-12-26,SNS,1.1702,36.46,Requests,us-east-1,data,analytics,staging,res-909977
2025-12-26,SNS,1.0385,57.6,Requests,eu-west-1,ml,ml-pipeline,staging,res-801026
2025-12-26,SNS,1.9702,47.36,Requests,ap-southeast-1,frontend,platform,development,res-630633
2025-12-26,SQS,1.1931,55.43,Requests,us-west-2,infra,analytics,development,res-806390
2025-12-26,SQS,2.8629,31.65,Requests,eu-west-1,backend,analytics,staging,res-379258
2025-12-26,SQS,5.4311,9.71,Requests,us-east-1,backend,web-app,development,res-760788
2025-12-26,SQS,3.0564,38.16,Requests,ap-southeast-1,frontend,web-app,staging,res-390262
2025-12-26,API Gateway,21.8661,18.93,Requests,eu-west-1,infra,mobile-api,staging,res-986193
2025-12-26,API Gateway,16.4692,51.71,Requests,us-west-2,frontend,platform,development,res-231592
2025-12-26,API Gateway,15.7969,52.64,Requests,ap-southeast-1,backend,mobile-api,staging,res-331971
2025-12-26,Secrets Manager,4.2253,34.59,Secrets,ap-southeast-1,data,ml-pipeline,production,res-317331
2025-12-26,Secrets Manager,8.2837,57.71,Secrets,ap-southeast-1,backend,ml-pipeline,development,res-393864
2025-12-26,Secrets Manager,6.2164,91.07,Secrets,us-east-1,ml,web-app,development,res-803114
2025-12-27,EC2,117.8033,96.97,Hours,us-west-2,frontend,mobile-api,staging,i-378184
2025-12-27,EC2,38.2182,70.29,Hours,us-west-2,frontend,ml-pipeline,development,i-698868
2025-12-27,EC2,124.1056,48.54,Hours,ap-southeast-1,backend,analytics,development,i-605065
2025-12-27,EC2,104.6408,90.1,Hours,eu-west-1,frontend,analytics,staging,i-570571
2025-12-27,Lambda,22.5322,3.06,Requests,us-east-1,frontend,ml-pipeline,production,func-159638
2025-12-27,Lambda,11.4415,13.99,Requests,eu-west-1,ml,ml-pipeline,development,func-835394
2025-12-27,Lambda,26.8624,14.63,Requests,us-west-2,backend,analytics,development,func-189160
2025-12-27,S3,11.7378,79.04,GB-Month,us-west-2,ml,platform,development,res-664984
2025-12-27,S3,29.2019,61.43,GB-Month,eu-west-1,data,platform,production,res-525782
2025-12-27,S3,25.197,6.09,GB-Month,us-east-1,backend,mobile-api,development,res-516751
2025-12-27,S3,23.2253,90.15,GB-Month,ap-southeast-1,backend,mobile-api,staging,res-897251
2025-12-27,S3,34.2404,58.45,GB-Month,us-east-1,ml,ml-pipeline,production,res-449709
2025-12-27,RDS,248.9918,99.13,Hours,us-east-1,infra,analytics,development,db-251565
2025-12-27,RDS,78.5336,85.26,Hours,ap-southeast-1,ml,mobile-api,staging,db-911435
2025-12-27,RDS,192.1442,34.05,Hours,eu-west-1,backend,ml-pipeline,staging,db-241430
2025-12-27,DynamoDB,29.9951,62.24,WCU-Hours,us-west-2,frontend,platform,production,res-258519
2025-12-27,DynamoDB,55.9527,56.1,WCU-Hours,us-west-2,ml,mobile-api,staging,res-330271
2025-12-27,DynamoDB,46.8842,70.85,WCU-Hours,us-east-1,data,platform,production,res-932127
2025-12-27,DynamoDB,33.2066,64.57,WCU-Hours,eu-west-1,data,ml-pipeline,development,res-621163
2025-12-27,DynamoDB,26.4262,74.18,WCU-Hours,us-west-2,infra,analytics,staging,res-310493
2025-12-27,CloudWatch,7.3542,80.08,Metrics,us-east-1,backend,platform,production,res-113246
2025-12-27,CloudWatch,11.621,19.7,Metrics,us-east-1,data,analytics,development,res-889193
2025-12-27,CloudWatch,6.3742,51.57,Metrics,ap-southeast-1,backend,mobile-api,staging,res-105615
2025-12-27,CloudWatch,9.784,87.14,Metrics,eu-west-1,ml,analytics,production,res-651874
2025-12-27,CloudFront,40.5697,7.36,GB,ap-southeast-1,infra,analytics,production,res-557337
2025-12-27,CloudFront,33.4382,44.78,GB,ap-southeast-1,infra,web-app,development,res-419990
2025-12-27,CloudFront,24.7861,90.13,GB,ap-southeast-1,data,ml-pipeline,production,res-463126
2025-12-27,EBS,29.1139,42.56,GB-Month,us-east-1,backend,web-app,staging,res-606408
2025-12-27,EBS,17.704,37.49,GB-Month,us-west-2,backend,platform,production,res-361818
2025-12-27,EBS,26.1806,23.17,GB-Month,us-west-2,ml,web-app,development,res-251846
2025-12-27,EBS,35.8688,36.48,GB-Month,eu-west-1,frontend,web-app,development,res-958891
2025-12-27,EBS,30.4568,34.17,GB-Month,us-east-1,infra,analytics,production,res-429613
2025-12-27,EKS,105.8756,10.5,Hours,eu-west-1,data,mobile-api,production,cluster-253916
2025-12-27,EKS,129.3151,65.99,Hours,ap-southeast-1,frontend,ml-pipeline,development,cluster-190329
2025-12-27,EKS,81.2523,99.57,Hours,us-east-1,ml,web-app,development,cluster-122335
2025-12-27,EKS,68.6204,61.71,Hours,us-west-2,backend,ml-pipeline,production,cluster-270976
2025-12-27,ElastiCache,74.5378,90.57,Hours,ap-southeast-1,frontend,web-app,staging,cache-660004
2025-12-27,ElastiCache,73.5055,9.48,Hours,us-west-2,infra,web-app,development,cache-406384
2025-12-27,ElastiCache,66.3832,70.17,Hours,us-east-1,backend,platform,staging,cache-655953
2025-12-27,Route53,4.1438,90.45,Queries,us-east-1,frontend,platform,production,res-975019
2025-12-27,Route53,5.6234,77.69,Queries,ap-southeast-1,frontend,platform,staging,res-976669
2025-12-27,Route53,2.9815,22.42,Queries,us-east-1,data,platform,staging,res-676310
2025-12-27,Route53,2.9495,80.29,Queries,eu-west-1,frontend,platform,development,res-567785
2025-12-27,SNS,0.7877,61.11,Requests,us-west-2,frontend,web-app,staging,res-535056
2025-12-27,SNS,1.6864,13.08,Requests,us-west-2,data,analytics,development,res-956655
2025-12-27,SNS,0.9085,83.74,Requests,us-west-2,infra,platform,staging,res-756968
2025-12-27,SNS,1.4624,34.78,Requests,us-west-2,ml,ml-pipeline,production,res-694964
2025-12-27,SQS,2.1915,3.6,Requests,us-east-1,backend,ml-pipeline,production,res-674202
2025-12-27,SQS,4.7269,91.56,Requests,eu-west-1,backend,web-app,development,res-873098
2025-12-27,SQS,1.7447,3.79,Requests,eu-west-1,ml,ml-pipeline,production,res-616840
2025-12-27,SQS,1.0759,10.05,Requests,us-east-1,ml,platform,development,res-537861
2025-12-27,SQS,4.7471,57.45,Requests,eu-west-1,frontend,web-app,production,res-845797
2025-12-27,API Gateway,2.1418,78.47,Requests,ap-southeast-1,frontend,web-app,development,res-298414
2025-12-27,API Gateway,4.661,63.18,Requests,us-west-2,data,ml-pipeline,production,res-512935
2025-12-27,API Gateway,5.7643,45.99,Requests,eu-west-1,frontend,ml-pipeline,production,res-644317
2025-12-27,API Gateway,14.6991,65.38,Requests,us-east-1,ml,mobile-api,staging,res-508029
2025-12-27,API Gateway,8.4735,94.77,Requests,ap-southeast-1,infra,web-app,staging,res-705256
2025-12-27,Secrets Manager,8.7224,83.16,Secrets,ap-southeast-1,frontend,ml-pipeline,production,res-221561
2025-12-27,Secrets Manager,10.068,57.43,Secrets,ap-southeast-1,backend,mobile-api,staging,res-555583
2025-12-27,Secrets Manager,8.8908,1.37,Secrets,ap-southeast-1,infra,platform,staging,res-781555
2025-12-28,EC2,85.0671,97.28,Hours,ap-southeast-1,frontend,analytics,development,i-514187
2025-12-28,EC2,44.1333,2.62,Hours,ap-southeast-1,frontend,analytics,staging,i-741642
2025-12-28,EC2,40.2545,63.15,Hours,eu-west-1,ml,web-app,development,i-489838
2025-12-28,EC2,98.0052,66.67,Hours,eu-west-1,infra,ml-pipeline,development,i-552155
2025-12-28,EC2,14.0265,42.64,Hours,eu-west-1,infra,analytics,development,i-861667
2025-12-28,Lambda,12.1,85.98,Requests,eu-west-1,ml,mobile-api,staging,func-603675
2025-12-28,Lambda,16.5949,63.44,Requests,ap-southeast-1,infra,mobile-api,production,func-851789
2025-12-28,Lambda,11.2371,10.45,Requests,ap-southeast-1,infra,analytics,staging,func-695333
2025-12-28,Lambda,2.1174,76.5,Requests,ap-southeast-1,data,mobile-api,staging,func-301296
2025-12-28,Lambda,15.1914,68.77,Requests,eu-west-1,frontend,analytics,production,func-191811
2025-12-28,S3,25.6021,39.01,GB-Month,eu-west-1,frontend,platform,production,res-578770
2025-12-28,S3,19.7978,9.68,GB-Month,ap-southeast-1,infra,web-app,development,res-254943
2025-12-28,S3,9.3355,90.21,GB-Month,ap-southeast-1,backend,mobile-api,staging,res-622670
2025-12-28,S3,10.8002,45.8,GB-Month,ap-southeast-1,data,mobile-api,development,res-579509
2025-12-28,S3,37.0205,32.4,GB-Month,us-west-2,ml,web-app,development,res-622382
2025-12-28,RDS,42.3466,99.93,Hours,eu-west-1,backend,ml-pipeline,development,db-216073
2025-12-28,RDS,60.2215,5.29,Hours,us-east-1,backend,ml-pipeline,development,db-715553
2025-12-28,RDS,82.6917,57.41,Hours,ap-southeast-1,ml,ml-pipeline,development,db-119875
2025-12-28,RDS,42.6561,48.05,Hours,us-east-1,ml,analytics,production,db-246278
2025-12-28,DynamoDB,44.5775,49.98,WCU-Hours,us-east-1,ml,platform,staging,res-515965
2025-12-28,DynamoDB,19.1772,85.32,WCU-Hours,us-east-1,data,mobile-api,production,res-982424
2025-12-28,DynamoDB,58.4316,74.38,WCU-Hours,us-east-1,infra,web-app,development,res-869468
2025-12-28,DynamoDB,69.069,48.78,WCU-Hours,us-east-1,ml,platform,production,res-271587
2025-12-28,CloudWatch,8.7897,36.57,Metrics,us-east-1,ml,web-app,production,res-592750
2025-12-28,CloudWatch,8.6909,26.99,Metrics,us-west-2,data,analytics,staging,res-210547
2025-12-28,CloudWatch,8.2156,7.94,Metrics,eu-west-1,data,analytics,production,res-923978
2025-12-28,CloudWatch,11.0119,61.35,Metrics,eu-west-1,backend,mobile-api,production,res-950774
2025-12-28,CloudFront,20.5328,71.35,GB,eu-west-1,infra,mobile-api,staging,res-196080
2025-12-28,CloudFront,21.6433,85.74,GB,eu-west-1,backend,platform,production,res-968028
2025-12-28,CloudFront,48.831,47.93,GB,ap-southeast-1,frontend,analytics,development,res-121801
2025-12-28,EBS,55.4507,40.95,GB-Month,eu-west-1,backend,mobile-api,development,res-603174
2025-12-28,EBS,48.0616,18.02,GB-Month,ap-southeast-1,infra,mobile-api,staging,res-592263
2025-12-28,EBS,24.6142,3.28,GB-Month,eu-west-1,ml,analytics,production,res-758177
2025-12-28,EKS,59.5341,8.47,Hours,ap-southeast-1,infra,ml-pipeline,staging,cluster-159104
2025-12-28,EKS,121.4285,72.31,Hours,ap-southeast-1,infra,ml-pipeline,staging,cluster-125730
2025-12-28,EKS,131.8423,90.64,Hours,eu-west-1,data,web-app,staging,cluster-561396
2025-12-28,EKS,57.9736,70.75,Hours,eu-west-1,data,analytics,production,cluster-869165
2025-12-28,ElastiCache,25.7348,88.2,Hours,eu-west-1,infra,ml-pipeline,staging,cache-923902
2025-12-28,ElastiCache,58.0068,51.61,Hours,eu-west-1,infra,analytics,development,cache-731318
2025-12-28,ElastiCache,51.4396,62.76,Hours,us-west-2,frontend,web-app,development,cache-566575
2025-12-28,Route53,2.3392,80.96,Queries,ap-southeast-1,backend,ml-pipeline,staging,res-885790
2025-12-28,Route53,6.5949,35.84,Queries,eu-west-1,backend,ml-pipeline,production,res-138771
2025-12-28,Route53,5.7508,92.71,Queries,us-west-2,ml,analytics,staging,res-859839
2025-12-28,Route53,3.6993,74.9,Queries,us-west-2,ml,platform,staging,res-804101
2025-12-28,SNS,3.4491,16.15,Requests,us-west-2,frontend,web-app,development,res-954481
2025-12-28,SNS,4.6204,75.37,Requests,us-east-1,ml,analytics,development,res-486594
2025-12-28,SNS,2.7948,73.25,Requests,us-east-1,backend,platform,staging,res-733496
2025-12-28,SNS,4.4876,83.09,Requests,us-east-1,frontend,analytics,development,res-127947
2025-12-28,SQS,4.9851,52.03,Requests,us-west-2,backend,ml-pipeline,production,res-469043
2025-12-28,SQS,1.5495,2.24,Requests,ap-southeast-1,backend,platform,staging,res-746306
2025-12-28,SQS,1.911,41.11,Requests,eu-west-1,data,mobile-api,production,res-101432
2025-12-28,SQS,1.1273,58.55,Requests,eu-west-1,data,web-app,staging,res-319698
2025-12-28,SQS,1.0771,47.38,Requests,ap-southeast-1,ml,web-app,development,res-893637
2025-12-28,API Gateway,10.5443,22.36,Requests,ap-southeast-1,backend,ml-pipeline,staging,res-168237
2025-12-28,API Gateway,11.2013,45.77,Requests,eu-west-1,data,web-app,production,res-509115
2025-12-28,API Gateway,10.7163,19.99,Requests,eu-west-1,infra,ml-pipeline,development,res-530763
2025-12-28,API Gateway,19.7044,36.12,Requests,ap-southeast-1,ml,platform,production,res-170374
2025-12-28,Secrets Manager,3.4005,9.18,Secrets,eu-west-1,backend,mobile-api,development,res-328381
2025-12-28,Secrets Manager,8.1308,25.1,Secrets,eu-west-1,ml,platform,staging,res-999287
2025-12-28,Secrets Manager,8.3309,81.93,Secrets,ap-southeast-1,backend,ml-pipeline,staging,res-106067
2025-12-29,EC2,16.9236,32.05,Hours,us-west-2,data,web-app,staging,i-833736
2025-12-29,EC2,88.6334,3.87,Hours,us-west-2,backend,web-app,development,i-547193
2025-12-29,EC2,124.8755,24.4,Hours,us-east-1,backend,web-app,staging,i-989712
2025-12-29,Lambda,3.746,53.69,Requests,us-west-2,frontend,web-app,development,func-343969
2025-12-29,Lambda,12.4557,66.77,Requests,eu-west-1,frontend,analytics,development,func-584781
2025-12-29,Lambda,17.1957,72.32,Requests,us-east-1,infra,platform,production,func-502266
2025-12-29,Lambda,4.3818,19.94,Requests,us-east-1,infra,mobile-api,staging,func-833324
2025-12-29,Lambda,14.8781,28.04,Requests,us-west-2,backend,analytics,production,func-912229
2025-12-29,S3,7.3133,87.7,GB-Month,eu-west-1,frontend,web-app,production,res-316191
2025-12-29,S3,57.436,92.54,GB-Month,eu-west-1,frontend,ml-pipeline,staging,res-247372
2025-12-29,S3,17.3626,75.69,GB-Month,ap-southeast-1,ml,web-app,staging,res-261561
2025-12-29,RDS,137.5542,18.14,Hours,us-east-1,data,analytics,production,db-109158
2025-12-29,RDS,71.802,71.87,Hours,us-west-2,backend,platform,staging,db-535886
2025-12-29,RDS,84.0365,81.19,Hours,ap-southeast-1,infra,web-app,development,db-724268
2025-12-29,RDS,128.7757,4.96,Hours,us-west-2,frontend,mobile-api,production,db-352444
2025-12-29,RDS,61.7513,82.99,Hours,ap-southeast-1,infra,mobile-api,development,db-307269
2025-12-29,DynamoDB,46.9311,86.97,WCU-Hours,eu-west-1,infra,web-app,development,res-439712
2025-12-29,DynamoDB,72.1199,50.65,WCU-Hours,ap-southeast-1,backend,ml-pipeline,production,res-621065
2025-12-29,DynamoDB,79.5961,2.9,WCU-Hours,us-east-1,ml,analytics,staging,res-769220
2025-12-29,CloudWatch,8.1572,77.67,Metrics,ap-southeast-1,infra,mobile-api,development,res-801595
2025-12-29,CloudWatch,1.7275,60.1,Metrics,eu-west-1,ml,mobile-api,development,res-959623
2025-12-29,CloudWatch,11.5367,44.82,Metrics,ap-southeast-1,data,ml-pipeline,development,res-971373
2025-12-29,CloudFront,12.3038,48.89,GB,ap-southeast-1,ml,mobile-api,development,res-431515
2025-12-29,CloudFront,18.6226,10.93,GB,us-west-2,backend,ml-pipeline,production,res-741854
2025-12-29,CloudFront,36.9673,40.45,GB,us-west-2,ml,analytics,production,res-934446
2025-12-29,EBS,57.0404,70.65,GB-Month,eu-west-1,infra,web-app,development,res-523086
2025-12-29,EBS,65.4445,82.37,GB-Month,ap-southeast-1,infra,mobile-api,production,res-671553
2025-12-29,EBS,60.204,58.28,GB-Month,us-west-2,backend,platform,development,res-972058
2025-12-29,EKS,80.2177,80.51,Hours,us-west-2,backend,web-app,development,cluster-497040
2025-12-29,EKS,101.5471,29.41,Hours,eu-west-1,data,mobile-api,staging,cluster-720141
2025-12-29,EKS,137.2218,10.15,Hours,eu-west-1,infra,analytics,production,cluster-873574
2025-12-29,EKS,63.4116,87.62,Hours,eu-west-1,data,ml-pipeline,development,cluster-446913
2025-12-29,ElastiCache,58.6707,61.07,Hours,eu-west-1,infra,analytics,staging,cache-569397
2025-12-29,ElastiCache,67.2027,52.32,Hours,eu-west-1,infra,web-app,production,cache-403498
2025-12-29,ElastiCache,50.0315,85.83,Hours,eu-west-1,ml,mobile-api,production,cache-390561
2025-12-29,Route53,4.4541,73.86,Queries,us-west-2,infra,web-app,development,res-247226
2025-12-29,Route53,1.5531,70.39,Queries,us-west-2,data,analytics,staging,res-575649
2025-12-29,Route53,1.822,7.64,Queries,ap-southeast-1,infra,mobile-api,development,res-354452
2025-12-29,Route53,2.2153,22.39,Queries,ap-southeast-1,infra,platform,development,res-387367
2025-12-29,Route53,4.4938,30.85,Queries,us-east-1,ml,platform,production,res-101627
2025-12-29,SNS,0.5232,96.15,Requests,ap-southeast-1,backend,analytics,production,res-649634
2025-12-29,SNS,3.5809,11.22,Requests,ap-southeast-1,frontend,platform,development,res-379904
2025-12-29,SNS,1.0421,35.54,Requests,ap-southeast-1,data,platform,development,res-903878
2025-12-29,SNS,1.1431,62.76,Requests,us-west-2,infra,mobile-api,staging,res-645346
2025-12-29,SNS,0.7185,9.53,Requests,us-east-1,ml,ml-pipeline,development,res-658470
2025-12-29,SQS,3.0869,71.62,Requests,eu-west-1,infra,web-app,production,res-372143
2025-12-29,SQS,4.6807,13.66,Requests,eu-west-1,data,web-app,production,res-293280
2025-12-29,SQS,3.0795,2.38,Requests,us-east-1,backend,analytics,staging,res-559977
2025-12-29,API Gateway,15.5799,74.6,Requests,us-east-1,infra,mobile-api,development,res-734296
2025-12-29,API Gateway,7.4803,89.99,Requests,us-west-2,frontend,mobile-api,staging,res-190294
2025-12-29,API Gateway,6.3682,89.84,Requests,eu-west-1,backend,ml-pipeline,production,res-235729
2025-12-29,Secrets Manager,6.6468,4.38,Secrets,eu-west-1,ml,platform,production,res-921959
2025-12-29,Secrets Manager,6.2685,13.79,Secrets,eu-west-1,infra,mobile-api,development,res-292644
2025-12-29,Secrets Manager,9.8901,30.0,Secrets,ap-southeast-1,backend,ml-pipeline,production,res-822167
2025-12-30,EC2,71.7001,29.54,Hours,us-west-2,backend,web-app,staging,i-637820
2025-12-30,EC2,157.5824,36.36,Hours,us-east-1,backend,analytics,development,i-236622
2025-12-30,EC2,155.3946,14.31,Hours,eu-west-1,ml,analytics,staging,i-535799
2025-12-30,Lambda,23.3811,67.09,Requests,eu-west-1,ml,mobile-api,production,func-626322
2025-12-30,Lambda,4.5694,23.21,Requests,us-east-1,frontend,web-app,development,func-398946
2025-12-30,Lambda,16.8919,92.44,Requests,us-west-2,backend,platform,staging,func-562559
2025-12-30,Lambda,23.0058,57.38,Requests,us-west-2,ml,analytics,development,func-476726
2025-12-30,S3,34.9616,55.53,GB-Month,us-west-2,frontend,analytics,staging,res-256511
2025-12-30,S3,31.2643,9.95,GB-Month,ap-southeast-1,frontend,analytics,production,res-653939
2025-12-30,S3,35.2609,76.5,GB-Month,eu-west-1,data,web-app,development,res-747353
2025-12-30,S3,43.9603,79.15,GB-Month,ap-southeast-1,ml,mobile-api,development,res-568488
2025-12-30,RDS,117.9362,10.85,Hours,ap-southeast-1,ml,analytics,production,db-610113
2025-12-30,RDS,127.4201,97.76,Hours,ap-southeast-1,infra,ml-pipeline,production,db-671207
2025-12-30,RDS,78.5957,82.2,Hours,us-east-1,ml,web-app,development,db-248622
2025-12-30,RDS,120.1241,99.61,Hours,us-east-1,data,analytics,development,db-186936
2025-12-30,RDS,84.9873,24.98,Hours,ap-southeast-1,infra,platform,development,db-630854
2025-12-30,DynamoDB,10.4193,8.66,WCU-Hours,ap-southeast-1,ml,ml-pipeline,staging,res-680864
2025-12-30,DynamoDB,48.7315,89.55,WCU-Hours,us-west-2,infra,analytics,production,res-927788
2025-12-30,DynamoDB,78.2224,20.94,WCU-Hours,eu-west-1,infra,platform,development,res-167095
2025-12-30,CloudWatch,7.8092,4.05,Metrics,us-east-1,ml,ml-pipeline,staging,res-378946
2025-12-30,CloudWatch,5.8445,40.87,Metrics,us-east-1,data,mobile-api,development,res-825489
2025-12-30,CloudWatch,6.3757,30.58,Metrics,eu-west-1,ml,web-app,development,res-918689
2025-12-30,CloudWatch,8.0271,11.72,Metrics,us-east-1,frontend,mobile-api,staging,res-589456
2025-12-30,CloudWatch,8.6249,46.08,Metrics,ap-southeast-1,frontend,web-app,production,res-877428
2025-12-30,CloudFront,29.3281,93.3,GB,ap-southeast-1,ml,web-app,staging,res-564795
2025-12-30,CloudFront,27.4203,35.89,GB,us-west-2,infra,analytics,production,res-735485
2025-12-30,CloudFront,30.9181,87.28,GB,eu-west-1,ml,analytics,production,res-609814
2025-12-30,CloudFront,10.2085,99.71,GB,us-east-1,infra,ml-pipeline,development,res-729587
2025-12-30,EBS,41.7457,90.14,GB-Month,eu-west-1,data,platform,staging,res-677573
2025-12-30,EBS,33.8481,18.07,GB-Month,us-east-1,ml,web-app,development,res-686202
2025-12-30,EBS,13.6683,99.14,GB-Month,eu-west-1,ml,platform,staging,res-678285
2025-12-30,EKS,80.6137,52.44,Hours,us-east-1,infra,mobile-api,production,cluster-708655
2025-12-30,EKS,104.5914,21.57,Hours,us-east-1,data,platform,production,cluster-272927
2025-12-30,EKS,134.0243,28.15,Hours,eu-west-1,backend,platform,development,cluster-297506
2025-12-30,EKS,142.281,32.23,Hours,us-west-2,ml,analytics,production,cluster-297962
2025-12-30,ElastiCache,67.3204,3.37,Hours,us-west-2,data,analytics,production,cache-174047
2025-12-30,ElastiCache,23.5426,51.44,Hours,eu-west-1,infra,analytics,staging,cache-834882
2025-12-30,ElastiCache,21.7375,31.81,Hours,eu-west-1,ml,platform,staging,cache-182350
2025-12-30,ElastiCache,38.0307,21.79,Hours,ap-southeast-1,ml,analytics,production,cache-623600
2025-12-30,Route53,3.9546,22.72,Queries,eu-west-1,backend,ml-pipeline,staging,res-752975
2025-12-30,Route53,3.9758,7.36,Queries,ap-southeast-1,backend,platform,production,res-143720
2025-12-30,Route53,3.5575,68.45,Queries,eu-west-1,backend,mobile-api,staging,res-779642
2025-12-30,Route53,3.1681,55.59,Queries,eu-west-1,ml,web-app,production,res-856422
2025-12-30,Route53,3.2397,54.87,Queries,ap-southeast-1,backend,platform,development,res-785727
2025-12-30,SNS,3.3974,82.14,Requests,eu-west-1,ml,analytics,staging,res-472157
2025-12-30,SNS,1.336,16.85,Requests,eu-west-1,data,mobile-api,production,res-321602
2025-12-30,SNS,0.4545,97.6,Requests,us-east-1,backend,mobile-api,production,res-875814
2025-12-30,SNS,3.2521,80.83,Requests,us-east-1,ml,platform,development,res-922585
2025-12-30,SNS,3.8004,75.15,Requests,ap-southeast-1,frontend,web-app,development,res-187101
2025-12-30,SQS,1.1499,70.94,Requests,ap-southeast-1,frontend,web-app,production,res-969259
2025-12-30,SQS,1.3538,71.82,Requests,us-west-2,frontend,analytics,production,res-286028
2025-12-30,SQS,2.6888,39.93,Requests,us-west-2,frontend,mobile-api,production,res-727668
2025-12-30,SQS,3.0549,10.44,Requests,us-east-1,data,ml-pipeline,production,res-467977
2025-12-30,SQS,1.1609,67.31,Requests,us-west-2,data,ml-pipeline,development,res-748791
2025-12-30,API Gateway,16.1428,42.8,Requests,eu-west-1,ml,platform,production,res-402924
2025-12-30,API Gateway,11.4502,14.3,Requests,us-west-2,ml,web-app,production,res-918149
